ProfileName,Rating,Summary,Review,Inconsistent Review,Gender
"A. Aguilera ""C Cubitt""",4,Yummy Cookies,Theses cookies are yummy and soft even with raisins my toddler likes them. My only problem is one cookie had 170 calories and is not remotely filling. It's not the healthiest snack but it sure is tasty!,Female,Female
"Yelena Burkut ""mom of two""",5,love it,"Love single served cookies and they are a perfect as a pick-me up. I don't cookies in the house, but this one can stay all wrapped and waiting for the perfect moment",Female,Female
Tom Brody,3,"Bland, but great for older adults","QUAKER SOFT BAKED OATMEAL COOKIES RAISINS is a product consisting of a box of six cookies.  Each of the six cookies is enclosed in a sturdy plastic envelope, with a tooth-edge at the top and bottom, suitable for grasping and for tearing open the envelope.  On the plus side, all of the cookies were intact, despite shipping.  The intact nature of the cookies was largely due to the fact that they are soft (not crunchy) and secondarily due to the secure packaging.  The cookies were bland and unadventuresome, both in taste and in texture.  Although the photographs on the cardboard box and on the plastic envelope show cookies having a surface dotted withabout 12 whole raisins, it was the case that the actual cookie contains a scattering of chopped raisin bits inside.  Therefore, the consumer should not expect to be treated to a cookies bearing a cargo of plump, juicy raisins.  In paying attention to the flavor, I noticed that the cookies had a detectable raisin flavor.  Also on the plus side, in knowing (from first-hand experience) that hard oatmeal can get wedged in between fillings, resulting in damage to teeth and fillings, the older consumer will be pleased that this QUAKER product is totally inocuous, as far as dental work is concerned.  These cookies are, indeed, sooooooft!<br /><br />Ordinary oatmeal has about 61 grams carbohydrate, 12 grams protein, and 7 grams fat, per 100 grams of oatmeal (Pomeranz (1987) Modern Cereal Science and Technology (pages 350-370)).  The NUTRITION FACTS label that this QUAKER product shows that the breakdown is as follows.  Each QUAKER cookie (42 grams) contains 27 grams carbohydrate, 6 grams of fat, and only 2 grams of protein.  Hence, it can be seen, that the cookies, as compared to straight oatmeal, is somewhat low in protein.  The low protein content should not be a concern to most adults, because growth, and the issue of acquiring the proper nutrient balance to sustain growth, is generally relevant only during pregnancy and lactation, and for growing children.  If any conclusion can be made regarding this fine product, is that it could be a preferred snack food for adults who have had multiple dental fillings, and need to worry about dental damage.  Although this cookie is fine for children, please remember that much better sources of protein are available, e.g., milk, cheese, meat, fish, poultry, tofu, and legumes (peas, beans, lentils).",Male,Male
"Machael Foegelle ""xenagrrl2000""",4,Surprisingly good cookie!,"I love homemade oatmeal raisin cookies, the kind that are a little chewy, made with lots of oats, brown sugar, cinnamon, and not too many raisins.  So I was skeptical of this soft, ""store bought"" cookie.  I assumed it would be, well, bad.  I was pleasantly surprised.  It's made with whole grains, which imbues each cookie with 16% of daily fiber recommendations.  It was indeed soft, but it didn't seem artificially so, more like it was just cooled down from the oven.<br /><br />As I began my 'taste test', I appreciated the fact that the cookies are individually wrapped, which allows for easy transport in lunches or purses.  I took a small bite at first, because I was already prepared to be disappointed.  As that bite went down, I reached for another.  Then another.  Very tasty, as it turned out!  Soon the cookie was gone and I realized I wanted another one!  However, at 170 calories each, these are NOT ""low calorie"", they're just made with better ingredients than most.<br /><br />As for other nutrition information (other than the fiber and calorie count mentioned above), each cookie has 150 milligrams of sodium, so not too bad there.  You'll find 4% of calcium and 8% of iron (recommended daily requirements).<br /><br />The first ingredient is whole grain oat flour.  Sugar is about number 10 or so on the ingredient list.  One quibble I have is that the list of ingredients is rather lengthy.  My nutritionist has advised me to watch for products with what seem like extraordinarily long ingredient lists, probably means there's lots of stuff in there that's not exactly ""good"" for us, but it is what it is:  a factory-made, store-bought cookie that's got a pretty long list of ingredients and shelf life that don't come naturally to ""homemade cookies"".  Just accept it for what it is, a decent, convenient mass-produced cookie.",Male,Male
"Wulfstan ""wulfstan""",4,"Great ""Soft baked"" texture.","The folks at Quaker really got the soft texture here, and the individual packages keep the cookies very soft and fresh.<br /><br />I would have liked more raisins, I couldn't hear ""it thru the grapevine"".<br /><br />Good nutrition for a cookie.",Male,Male
"Timothy Capehart ""Review-a-holic""",4,Pretty durn good cookie.,"Taste: I thought these did a good job of mimicking the taste of home made cookies. Cinnamony and raisiny (though the raisins aren't big plump raisins...they're more suggestions of raisins...and they are sweetened by sugar and fructose NOT HFCS.<br /><br />Mouth feel: When Mom makes oatmeal cookies, you can feel the oat meal (usually) when you are chewing. This doesn't have that. The oats are milled to the point where the flavour is there but the texture is not. If this is a problem for you, you might want to pass. Other than that, it's probably a good idea to have a glass of milk handy. They are ""moist"" in that they aren't crunchy...but they verge on dry.<br /><br />Value: On Amazon, the cookies come to about .50$ a piece. Which is comparable to my local grocery.<br /><br />A good all around (large) cookie and I think I will try the other varieties...you should too!",Female,Female
"A. Hansen ""AH Booklover""",4,Yum!,"The box says, ""soft baked oatmeal cookies"" and that is exactly what you get!  The cookies are individually packed, which makes it easy to grab for lunches, or to throw in a purse or backback for ""on the go"" kids.  The cookies are fairly good sized, and packed with raisins.  I was concerned about an aftertaste that I have sometimes noticed with cookies that are pre-packaged (maybe a preservative that is often used?) but I did not notice any funny taste or smell to these cookies.  In fact, I could not find anything I was unhappy with!",Male,Male
Enjolras,5,Strong cinnamon spice,"Oatmeal raisin cookies are my favorite. Quaker Oats has done these well with this new product. The strongest flavor to come off is, perhaps surprisingly, cinnamon. It's a very strong taste at the tip of your tongue. The cookie also does have enough raisins for it to qualify as oatmeal raisin, which was something I was concerned about at first.<br /><br />The cookie is very soft and still tastes pretty fresh, even after all the packing and processing that obviously went into it. They're about as big as you'd imagine it to be from the picture on the box, which is actually impressive given how often cookies end up being smaller than they appear. Overall, this is a good choice if you want cheap, store-bought oatmeal cookies.",Male,Male
Rebecca Rodriguez Brea,5,This cookie is a winner,"This oatmeal cookie was delicious - soft, full of raisins and not too sweet or sugary.  Full of whole grain, I feel confident eating this cookie and giving it to my family to eat as well.  Great item to have in the bag for a quick snack that feels like a treat and is filling too!  Thanks to Quaker and Influenster for introducing me to this product!",Female,Female
Xina143,4,"Good, Portable Snack","Quick breakdown of the cost.  For $34.71 you got 12 boxes of 6 cookies.  That's about $2.90 a box, and 49 cents per cookie.  NOT too bad.<br /><br />Taste-This is a denser cookie than I usually enjoy, especially when it comes to my oatmeal raisin.  (My favorite cookie, by the way!)  It almost has a cake like consistency, and while it isn't the type of cookie I would munch on at home while I watch a Blu-Ray, this is the type of snack I would buy for road trips or picnics.  There is a hint of brown sugar, not overwhelming, but enough that my little ones (8 and 4) remarked that they liked the sweetness of it.  My oldest, wished there were more raisins, and I would have to agree with that as well.  But I liked the whole grains. Overall, it is good, but a bit dry.<br /><br />Size-this is a larger cookie, similar to what you would get in say Subway or Starbucks.  Not overly huge, but not too small either.  I think this is a perfect snack size.<br /><br />Nutrition-at 170 calories it isn't a lightweight, but nor is it overly fattening either.  6 Grams of fat, 1.5 grams of Saturated (NOT horrific), but it has some Polyunsaturated and 3.5 grams of Monounsaturated=the 'good' kind of fat.  4 grams of fiber, good in a snack like this, but only 2 grams a protein, wish there was more.<br /><br />All in all, this isn't a snack I would buy on a regular basis.  Maybe once in awhile for school lunches, and I would certainly get this for a road trip, or a hike.  Compared to many other snacks like this, it is a decent value for the money, and if you enjoy a thicker cookie, this is right up your alley!",Female,Female
